"","Opinion","Number.of.employment.years","House.type","term.in.months","Age","Marital.status","Registers","Type.of.employment","Expenses","income","total.wealth","mortgage.left","amount.of.money.solicitated","price.of.good.to.buy","weight","funding.ratio","saving.capacity","fold"
"247","Negative",2,"parents",5,22,"single","No","Temporaray","miser",55,1,0,950,1462,0.2,1,2,9
"248","Positive",3,"parents",3,27,"single","No","Permanent","miser",200,1,0,600,1098,0.2,1,2,1
"249","Positive",2,"parents",5,26,"single","No","Permanent","less miser",235,1,0,800,840,0.2,2,2,2
"250","Negative",2,"ownerwithdeed",4,28,"married","No","Permanent","less miser",80,1,0,1260,1634,0.2,2,2,8
"251","Positive",3,"ownerwithdeed",4,35,"married","No","Self","less miser",200,1,0,1540,1603,0.2,2,2,9
"252","Positive",3,"private",5,51,"married","No","Permanent","less miser",140,1,0,1200,1200,0.2,3,2,4
"253","Positive",3,"rented",5,24,"married","No","Permanent","less miser",125,1,0,700,1360,0.2,1,2,1
"254","Positive",3,"rented",5,34,"married","No","Permanent","less spenthrift",185,1,0,1200,1236,0.2,2,2,2
"255","Positive",3,"ownerwithdeed",42,34,"married","No","Permanent","less spenthrift",190,1,300,1100,1395,0.2,2,2,10
"256","Positive",3,"ownerwithdeed",5,49,"married","No","Self","less miser",150,1,0,1200,1390,0.2,2,2,10
"257","Positive",3,"ownerwithdeed",5,28,"married","No","Permanent","less miser",102,1,0,700,1355,0.2,1,2,10
"258","Positive",3,"rented",5,57,"married","No","Permanent","less miser",170,1,0,1300,1604,0.2,2,2,3
"259","Positive",3,"ownerwithdeed",5,63,"married","No","Permanent","less miser",315,1,266,1000,1241,0.2,2,2,2
"260","Negative",2,"rented",1,37,"married","No","Others","less spenthrift",130,1,0,250,375,0.2,1,2,1
"261","Positive",2,"ownerwithdeed",3,27,"married","No","Permanent","less miser",156,1,0,700,1045,0.2,1,2,7
"262","Positive",3,"rented",5,39,"married","No","Permanent","less spenthrift",177,1,0,800,1781,0.2,1,2,6
"263","Positive",3,"ownerwithdeed",3,64,"single","Yes","Self","less miser",341,1,0,900,900,0.2,3,2,4
"264","Positive",3,"ownerwithdeed",4,49,"married","No","Self","less spenthrift",240,1,4200,1660,1698,0.2,2,2,2
"265","Positive",3,"ownerwithdeed",1,49,"married","No","Self","less miser",142,1,0,200,1048,0.2,1,2,9
"266","Positive",3,"ownerwithdeed",3,45,"married","No","Self","less miser",333,1,0,1000,2200,0.2,1,2,4
"267","Positive",2,"parents",5,27,"single","No","Permanent","miser",125,1,0,770,1119,0.2,1,2,5
"268","Positive",2,"parents",3,30,"married","No","Permanent","less miser",170,1,0,700,1090,0.2,1,2,4
"269","Negative",2,"ownerwithdeed",3,33,"married","No","Self","less miser",220,1,500,3000,4100,0.2,2,2,6
"270","Positive",3,"ownerwithdeed",3,40,"married","No","Permanent","less miser",230,1,480,700,1400,0.2,1,2,8
"271","Positive",2,"ownerwithdeed",5,30,"separated","No","Permanent","less miser",157,1,0,1000,2010,0.2,1,2,3
"272","Positive",2,"parents",1,30,"married","No","Permanent","less miser",340,1,0,1900,2014,0.2,2,2,8
"273","Positive",2,"ownerwithdeed",5,25,"married","No","Temporaray","less miser",120,1,200,1000,1342,0.2,2,2,10
"274","Positive",3,"rented",5,40,"single","No","Permanent","miser",91,1,0,1000,1132,0.2,2,2,6
"275","Negative",2,"private",42,50,"married","No","Self","less miser",150,1,0,900,1048,0.2,2,2,2
"276","Positive",2,"ownerwithdeed",3,23,"single","No","Permanent","miser",88,1,0,750,1218,0.2,1,2,6
"277","Positive",2,"others",4,28,"single","No","Temporaray","miser",120,1,0,900,1114,0.2,2,2,9
"278","Negative",2,"rented",5,35,"married","Yes","Self","less miser",0,1,0,1000,1206,0.2,2,2,2
"279","Positive",2,"rented",5,27,"married","No","Permanent","less miser",106,1,0,650,2132,0.2,1,2,10
"280","Positive",2,"parents",3,19,"married","No","Permanent","miser",162,1,100,400,570,0.2,2,2,4
"281","Positive",2,"parents",5,39,"married","No","Permanent","less miser",77,1,0,1000,1094,0.2,2,2,2
"282","Positive",3,"private",3,39,"married","No","Permanent","less miser",128,1,0,550,550,0.2,3,2,6
"283","Positive",3,"ownerwithdeed",4,55,"widower","No","Permanent","miser",189,1,0,1200,1255,0.2,2,2,1
"284","Positive",3,"ownerwithdeed",3,32,"married","No","Self","less miser",300,1,3000,2000,4138,0.2,1,2,2
"285","Positive",3,"ownerwithdeed",5,54,"married","No","Self","less miser",92,1,1700,1700,1714,0.2,3,2,7
"286","Positive",3,"ownerwithdeed",4,58,"married","No","Self","less miser",380,1,0,1100,1150,0.2,2,2,10
"287","Positive",3,"ownerwithdeed",2,37,"married","No","Self","less miser",500,1,0,1500,2673,0.2,1,2,9
"288","Positive",3,"parents",5,36,"married","No","Self","less miser",130,1,0,1200,1630,0.2,2,2,8
"289","Positive",3,"ownerwithdeed",5,28,"married","No","Permanent","less miser",141,1,400,1100,1544,0.2,2,2,3
"290","Positive",3,"ownerwithdeed",5,38,"married","No","Permanent","less miser",220,1,3600,1000,1195,0.2,2,2,6
"291","Positive",3,"ownerwithdeed",3,26,"married","No","Permanent","less miser",146,1,1300,400,1206,0.2,1,2,8
"292","Positive",3,"ownerwithdeed",5,41,"married","No","Self","less miser",250,1,3700,1400,2050,0.2,1,2,5
"293","Positive",3,"ownerwithdeed",3,42,"married","No","Permanent","less miser",132,1,0,1200,1513,0.2,2,2,6
"294","Positive",3,"ownerwithdeed",6,46,"married","No","Self","less spenthrift",150,1,0,3000,3300,0.2,2,2,2
"295","Positive",3,"rented",5,52,"married","No","Permanent","less miser",127,1,0,1030,1250,0.2,2,2,9
"296","Negative",3,"ownerwithdeed",5,30,"married","No","Temporaray","less miser",90,1,500,1000,1339,0.2,2,2,5
"297","Negative",3,"ownerwithdeed",5,47,"married","Yes","Self","less spenthrift",166,1,1000,875,875,0.2,3,2,10
"298","Positive",2,"ownerwithdeed",18,66,"married","No","Others","less miser",69,1,0,500,1101,0.2,1,2,6
"299","Positive",3,"ownerwithdeed",5,54,"married","No","Permanent","less miser",182,1,0,1000,1568,0.2,1,2,4
"300","Positive",2,"ownerwithdeed",42,65,"married","No","Others","less miser",77,1,2000,750,1194,0.2,1,2,7
"301","Negative",3,"others",5,25,"married","No","Permanent","less miser",50,1,0,950,1378,0.2,1,2,2
"302","Positive",2,"ownerwithdeed",5,31,"single","No","Permanent","miser",131,1,0,1050,1139,0.2,2,2,9
"303","Positive",2,"parents",2,23,"single","No","Permanent","miser",62,1,0,350,350,0.2,3,2,1
"304","Negative",3,"ownerwithdeed",5,35,"married","No","Permanent","less miser",60,1,400,1150,1406,0.2,2,2,9
"305","Positive",2,"ownerwithdeed",5,47,"married","No","Permanent","less spenthrift",86,1,0,1200,1497,0.2,2,2,3
"306","Negative",3,"rented",3,28,"married","No","Permanent","less miser",143,1,0,1400,1600,0.2,2,2,3
"307","Negative",3,"rented",5,50,"married","Yes","Permanent","less spenthrift",120,1,0,1300,1350,0.2,2,2,2
"308","Negative",2,"others",5,25,"single","No","Permanent","miser",283,1,0,2000,2032,0.2,98.4251968503937,2,5
"309","Positive",2,"ownerwithdeed",3,39,"married","No","Permanent","less miser",138,1,0,1400,2610,0.2,1,2,7
"310","Positive",2,"private",1,46,"married","No","Others","less spenthrift",90,1,600,500,1193,0.2,1,2,8
"311","Negative",2,"rented",5,36,"married","Yes","Permanent","less miser",99,1,0,1200,1275,0.2,2,2,8
"312","Negative",3,"ownerwithdeed",3,39,"married","Yes","Self","less miser",160,1,0,3250,3750,0.2,2,2,5
"313","Positive",2,"ownerwithdeed",5,25,"married","No","Temporaray","less miser",330,1,3500,1300,2500,0.2,1,2,3
"314","Positive",3,"ownerwithdeed",3,49,"married","No","Self","less miser",100,1,0,1000,1790,0.2,1,2,7
"315","Negative",2,"rented",4,52,"married","No","Permanent","less spenthrift",210,1,0,1400,1419,0.2,98.661028893587,2,6
"316","Positive",3,"rented",30,34,"separated","No","Permanent","less miser",100,1,0,700,1480,0.2,1,2,4
"317","Positive",2,"ownerwithdeed",3,24,"single","No","Temporaray","less miser",97,1,0,600,1542,0.2,1,2,7
"318","Negative",2,"rented",5,38,"married","No","Self","less miser",0,1,0,1500,1850,0.2,2,2,9
"319","Positive",3,"ownerwithdeed",4,24,"married","No","Permanent","less miser",227,1,0,600,1380,0.2,1,2,5
"320","Positive",3,"ownerwithdeed",42,33,"married","Yes","Permanent","less miser",140,1,2500,1200,1888,0.2,1,2,4
"321","Negative",2,"rented",4,31,"married","No","Permanent","less spenthrift",115,1,0,1100,1672,0.2,1,2,8
"322","Positive",3,"ownerwithdeed",4,63,"married","No","Permanent","less miser",150,1,0,700,808,0.2,2,2,5
"323","Negative",2,"parents",5,23,"single","No","Permanent","miser",90,1,0,1100,1107,0.2,3,2,6
"324","Positive",3,"ownerwithdeed",42,61,"married","No","Permanent","less spenthrift",275,1,0,1000,1335,0.2,2,2,5
"325","Positive",3,"parents",5,28,"single","No","Permanent","miser",176,1,0,1190,1390,0.2,2,2,3
"326","Positive",3,"rented",5,58,"married","No","Permanent","less miser",110,1,0,1150,1363,0.2,2,2,5
"327","Positive",3,"ownerwithdeed",5,41,"married","No","Permanent","less miser",140,1,0,1450,1482,0.2,2,2,5
"328","Positive",3,"ownerwithdeed",5,38,"married","No","Permanent","less miser",500,1,0,1900,2357,0.2,2,2,1
"329","Negative",3,"ownerwithdeed",5,27,"married","No","Permanent","less miser",66,1,0,600,850,0.2,2,2,9
"330","Positive",3,"ownerwithdeed",5,55,"married","No","Self","less miser",0,1,0,1000,1180,0.2,2,2,6
"331","Positive",3,"ownerwithdeed",4,40,"married","No","Self","less miser",145,1,0,825,1617,0.2,1,2,5
"332","Positive",3,"ownerwithdeed",5,59,"married","No","Permanent","less miser",67,1,0,1080,1114,0.2,2,2,3
"333","Negative",2,"ownerwithdeed",5,47,"married","No","Self","less miser",0,1,0,1900,1976,0.2,2,2,7
"334","Negative",3,"ownerwithdeed",5,38,"married","Yes","Permanent","less spenthrift",80,1,1749,1030,1095,0.2,2,2,10
"335","Positive",2,"parents",5,25,"single","No","Self","miser",0,1,0,800,1380,0.2,1,2,1
"336","Positive",3,"others",5,28,"married","No","Permanent","less miser",200,1,0,700,1529,0.2,1,2,7
"337","Positive",2,"ownerwithdeed",3,49,"married","Yes","Self","less miser",154,1,0,850,1263,0.2,1,2,7
"338","Positive",2,"private",4,38,"married","No","Self","less spenthrift",187,1,750,1550,1600,0.2,2,2,6
"339","Negative",3,"ownerwithdeed",4,52,"married","No","Permanent","less miser",135,1,0,1200,1400,0.2,2,2,5
"340","Positive",2,"ownerwithdeed",4,37,"widower","No","Permanent","less miser",160,1,3000,1000,1520,0.2,1,2,8
"341","Positive",3,"ownerwithdeed",5,42,"married","No","Permanent","less miser",133,1,0,1500,1617,0.2,2,2,7
"342","Positive",3,"rented",5,54,"married","No","Self","spenthrift",230,1,0,1100,1500,0.2,2,2,7
"343","Positive",2,"ownerwithdeed",5,30,"married","No","Permanent","less miser",154,1,0,1000,1705,0.2,1,2,3
"344","Positive",2,"ownerwithdeed",30,26,"married","No","Permanent","less miser",50,1,250,600,1292,0.2,1,2,5
"345","Positive",3,"ownerwithdeed",4,49,"married","No","Self","less miser",189,1,0,1100,1294,0.2,2,2,9
"346","Positive",2,"ownerwithdeed",5,36,"married","No","Permanent","less miser",202,1,1260,1400,1936,0.2,2,2,10
"347","Negative",2,"parents",4,40,"married","No","Self","less spenthrift",20,1,0,1850,2143,0.2,2,2,5
"348","Negative",2,"ownerwithdeed",1,61,"married","No","Others","less miser",40,1,0,170,1394,0.2,1,2,9
"349","Negative",2,"rented",2,59,"married","No","Permanent","less spenthrift",50,1,0,200,425,0.2,1,2,1
"350","Positive",2,"ownerwithdeed",4,49,"married","No","Permanent","less miser",125,1,0,500,1600,0.2,1,2,2
"351","Positive",3,"rented",5,52,"married","No","Self","less miser",100,1,0,1250,1563,0.2,2,2,2
"352","Positive",3,"ownerwithdeed",5,35,"married","No","Permanent","less miser",115,1,75,1250,1284,0.2,2,2,4
"353","Negative",3,"ignore",5,25,"married","No","Permanent","less miser",160,1,0,890,990,0.2,2,2,2
"354","Positive",3,"ownerwithdeed",5,30,"married","No","Permanent","less miser",70,1,2800,600,1125,0.2,1,2,9
"355","Positive",3,"ownerwithdeed",4,28,"married","No","Permanent","miser",220,1,0,1000,1267,0.2,2,2,6
"356","Negative",2,"others",5,42,"married","Yes","Self","less miser",0,1,0,1600,1780,0.2,2,2,1
"357","Positive",2,"ownerwithdeed",6,29,"single","No","Self","miser",107,1,0,300,1298,0.2,1,2,3
"358","Negative",3,"ownerwithdeed",5,32,"married","No","Permanent","less miser",160,1,600,1550,1600,0.2,2,2,8
"359","Positive",3,"ownerwithdeed",5,45,"married","No","Permanent","less miser",150,1,0,1100,1340,0.2,2,2,2
"360","Positive",2,"ownerwithdeed",5,52,"married","No","Temporaray","less miser",0,1,0,750,1244,0.2,1,2,9
"361","Negative",2,"ownerwithdeed",5,26,"married","No","Temporaray","less miser",120,1,1500,1000,1403,0.2,2,2,1
"362","Positive",2,"ownerwithdeed",5,33,"married","Yes","Self","less miser",225,1,0,1400,1980,0.2,2,2,8
"363","Positive",2,"parents",5,21,"single","No","Self","miser",100,1,0,900,1290,0.2,1,2,9
"364","Negative",2,"ownerwithdeed",3,34,"married","No","Temporaray","less miser",80,1,300,600,1339,0.2,1,2,4
"365","Positive",3,"ownerwithdeed",5,27,"single","No","Permanent","miser",208,1,3300,1500,1559,0.2,2,2,10
"366","Negative",3,"ownerwithdeed",5,44,"married","No","Permanent","less spenthrift",105,1,720,200,1078,0.2,1,2,5
"367","Positive",3,"ownerwithdeed",5,51,"married","No","Permanent","less miser",98,1,0,860,1113,0.2,2,2,3
"368","Positive",3,"rented",18,33,"married","No","Permanent","less spenthrift",532,1,0,1000,2290,0.2,1,2,3
"369","Positive",3,"ownerwithdeed",5,35,"married","No","Permanent","less miser",140,1,0,1000,1578,0.2,1,2,7
"370","Positive",2,"ownerwithdeed",4,38,"married","No","Permanent","less miser",90,1,2000,500,1039,0.2,1,2,4
"371","Positive",2,"rented",5,28,"married","No","Permanent","less miser",155,1,0,800,1218,0.2,1,2,10
"372","Positive",2,"ownerwithdeed",5,26,"married","No","Permanent","less miser",120,1,0,300,1329,0.2,1,2,1
"373","Positive",3,"ownerwithdeed",3,34,"married","No","Permanent","less spenthrift",159,1,250,300,500,0.2,1,2,7
"374","Positive",3,"ownerwithdeed",5,27,"married","No","Permanent","less miser",122,1,1000,1300,1384,0.2,2,2,4
"375","Negative",3,"ownerwithdeed",5,32,"married","No","Temporaray","less miser",156,1,0,1300,1553,0.2,2,2,9
"376","Positive",3,"ownerwithdeed",4,43,"single","No","Permanent","miser",90,1,0,1000,1626,0.2,1,2,9
"377","Positive",2,"ownerwithdeed",18,30,"single","No","Temporaray","miser",130,1,0,1100,1674,0.2,1,2,7
"378","Positive",3,"ownerwithdeed",18,42,"married","No","Self","less spenthrift",45,1,34,200,1500,0.2,1,2,10
"379","Positive",2,"rented",3,26,"married","No","Temporaray","less miser",118,1,0,600,1421,0.2,1,2,10
"380","Negative",2,"ownerwithdeed",2,20,"single","No","Others","less miser",152,1,0,400,480,0.2,2,2,8
"381","Positive",3,"rented",4,24,"single","No","Permanent","less miser",135,1,0,1000,1274,0.2,2,2,2
"382","Positive",2,"rented",4,27,"married","No","Permanent","less miser",125,1,0,1200,1580,0.2,2,2,2
"383","Positive",2,"rented",3,35,"married","No","Self","less miser",208,1,0,1000,1300,0.2,2,2,2
"384","Negative",2,"parents",4,18,"single","No","Temporaray","miser",81,1,0,1150,1314,0.2,2,2,5
"385","Positive",2,"ownerwithdeed",2,35,"married","No","Permanent","less miser",160,1,0,200,957,0.2,1,2,7
"386","Positive",3,"rented",5,33,"married","No","Self","less miser",300,1,0,1000,1500,0.2,1,2,3
"387","Positive",3,"private",3,39,"married","No","Permanent","less miser",135,1,1500,1300,1504,0.2,2,2,2
"388","Positive",3,"parents",5,36,"married","No","Permanent","less miser",121,1,0,850,935,0.2,2,2,3
"389","Positive",2,"parents",4,29,"single","No","Permanent","miser",145,1,0,1000,1028,0.2,2,2,2
"390","Negative",2,"parents",4,23,"single","No","Permanent","miser",165,1,0,1300,1440,0.2,2,2,6
"391","Positive",3,"ownerwithdeed",1,34,"married","No","Self","less miser",428,1,0,500,1030,0.2,1,2,3
"392","Positive",2,"rented",4,57,"married","No","Others","less miser",233,1,0,1200,1366,0.2,2,2,9
"393","Negative",3,"ownerwithdeed",5,38,"married","Yes","Permanent","less spenthrift",245,1,0,1700,1768,0.2,2,2,5
"394","Negative",2,"ownerwithdeed",3,52,"married","Yes","Self","less miser",0,1,20000,1500,2340,0.2,1,2,9
"395","Negative",2,"ownerwithdeed",4,42,"married","Yes","Self","less miser",200,1,4500,1400,1700,0.2,2,2,6
"396","Positive",3,"ownerwithdeed",5,44,"married","No","Self","less miser",42,1,0,910,1450,0.2,1,2,9
"397","Positive",3,"ownerwithdeed",4,37,"divorced","No","Permanent","miser",87,1,450,500,1155,0.2,1,2,6
"398","Negative",2,"private",4,34,"married","Yes","Self","less miser",200,1,1500,1000,1191,0.2,2,2,10
"399","Positive",3,"ownerwithdeed",1,43,"married","No","Self","less miser",250,1,0,600,841,0.2,2,2,10
"400","Negative",2,"rented",5,42,"divorced","Yes","Permanent","less miser",350,1,0,2200,2441,0.2,2,2,7
"401","Negative",2,"others",4,24,"married","No","Permanent","less miser",105,1,0,1200,1516,0.2,2,2,5
"402","Positive",2,"ownerwithdeed",5,36,"single","No","Self","less miser",100,1,1500,400,1591,0.2,1,2,2
"403","Negative",2,"parents",5,52,"married","Yes","Self","less miser",160,1,0,1350,1999,0.2,1,2,8
"404","Positive",3,"parents",5,34,"single","No","Self","miser",0,1,0,1200,1336,0.2,2,2,10
"405","Negative",2,"rented",3,34,"separated","No","Permanent","less miser",140,1,0,1150,1600,0.2,2,2,4
"406","Positive",3,"parents",5,31,"married","No","Permanent","less miser",160,1,0,1400,1850,0.2,2,2,1
"407","Positive",3,"ownerwithdeed",5,36,"married","No","Self","less miser",148,1,0,1400,1775,0.2,2,2,9
"408","Positive",3,"parents",3,50,"married","No","Self","less miser",113,1,0,700,1224,0.2,1,2,2
"409","Positive",3,"parents",5,33,"married","No","Permanent","less miser",97,1,0,1500,1663,0.2,2,2,5
"410","Positive",3,"ownerwithdeed",5,54,"married","No","Permanent","less miser",107,1,0,1250,1500,0.2,2,2,10
"411","Negative",3,"rented",5,40,"married","Yes","Permanent","less miser",206,1,0,1900,2225,0.2,2,2,3
"412","Positive",2,"ownerwithdeed",5,29,"married","No","Permanent","less miser",275,1,1810,1600,1930,0.2,2,2,7
"413","Positive",2,"ownerwithdeed",5,31,"married","No","Permanent","less miser",176,1,2500,1400,1607,0.2,2,2,10
"414","Positive",2,"rented",3,32,"married","No","Permanent","less miser",175,1,0,1000,1230,0.2,2,2,3
"415","Positive",2,"ownerwithdeed",2,51,"married","No","Permanent","less miser",223,1,0,1400,1581,0.2,2,2,4
"416","Positive",3,"rented",5,31,"married","No","Permanent","less miser",70,1,0,790,1072,0.2,2,2,9
"417","Negative",3,"rented",3,46,"married","No","Permanent","less miser",87,1,0,1200,1471,0.2,2,2,5
"418","Negative",2,"ownerwithdeed",5,35,"married","No","Self","less spenthrift",42,1,100,500,1300,0.2,1,2,4
"419","Positive",3,"parents",5,33,"single","No","Permanent","miser",60,1,0,1150,1192,0.2,2,2,5
"420","Positive",3,"others",4,25,"single","No","Permanent","miser",300,1,0,2400,2700,0.2,2,2,6
"421","Positive",2,"others",3,31,"married","No","Permanent","less miser",144,1,0,450,500,0.2,2,2,9
"422","Negative",3,"rented",3,43,"married","No","Self","less miser",0,1,2000,1100,1720,0.2,1,2,4
"423","Positive",2,"parents",4,30,"married","No","Permanent","less miser",180,1,0,1350,1770,0.2,2,2,1
"424","Negative",2,"rented",4,40,"married","No","Others","less miser",69,1,0,1100,1197,0.2,2,2,8
"425","Positive",3,"rented",5,37,"married","Yes","Permanent","less spenthrift",110,1,0,700,950,0.2,2,2,3
"426","Negative",2,"parents",3,22,"single","Yes","Temporaray","miser",50,1,0,425,450,0.2,2,2,3
"427","Negative",2,"parents",5,24,"single","Yes","Temporaray","miser",86,1,0,1400,1707,0.2,2,2,1
"428","Positive",3,"ownerwithdeed",3,27,"married","No","Permanent","less miser",172,1,0,900,1201,0.2,2,2,6
"429","Negative",3,"rented",5,32,"married","Yes","Self","less miser",109,1,0,1135,1355,0.2,2,2,7
"430","Positive",3,"ownerwithdeed",5,43,"married","No","Permanent","less miser",95,1,0,890,1196,0.2,2,2,9
"431","Positive",3,"rented",5,57,"married","No","Permanent","less miser",203,1,0,1100,1297,0.2,2,2,5
"432","Negative",3,"ownerwithdeed",4,59,"married","Yes","Permanent","less miser",114,1,0,1200,1420,0.2,2,2,4
"433","Positive",2,"rented",4,60,"widower","No","Self","less miser",186,1,0,850,1036,0.2,2,2,1
